x	y
0.003906250000000777	69.0000000000001
0.003906250000000777	23.647887323943785
0.07812500000000067	33.81971830985926
0.07812500000000067	13.540845070422634
0.15234375000000067	39.65070422535221
0.15234375000000067	28.05352112676065
0.23046875000000056	50.146478873239516
0.23046875000000056	29.025352112676146
0.30468750000000044	60.12394366197189
0.30468750000000044	40.49295774647895
0.5312500000000002	62.65070422535214
0.5312500000000002	57.53239436619722
0.60546875	64.85352112676058
0.60546875	60.44788732394368
0.6796875000000002	66.1492957746479
0.6796875000000002	63.49295774647888
0.7578125	67.25070422535211
0.7578125	64.9830985915493
0.83203125	68.02816901408448
0.83203125	66.4732394366197
0.90625	66.99154929577462
0.90625	66.01971830985913
0.90625	64.01126760563378
0.90625	63.03943661971829
0.83203125	61.484507042253504
0.90625	62.00281690140842
0.90625	60.96619718309857
0.83203125	59.47605633802816
0.90625	59.994366197183076
0.90625	58.95774647887322
0.90625	57.98591549295773
0.90625	57.014084507042234
0.37890625000000044	47.68450704225358
0.37890625000000044	33.301408450704265
0.4570312500000002	54.29295774647892
0.4531250000000002	41.01126760563383
0.6093750000000002	55.523943661971856
0.6093750000000002	53.06197183098594
0.90625	56.04225352112674
0.90625	55.00563380281689
0.6835937500000002	54.03380281690142
0.6835937500000002	52.154929577464806
0.7578125	52.997183098591556
0.7578125	51.24788732394367
0.83203125	52.02535211267605
0.83203125	50.53521126760563
0.90625	50.98873239436618
0.90625	50.01690140845069
0.5312500000000002	44.18591549295779
0.5312500000000002	37.90140845070424
0.60546875	46.32394366197186
0.60546875	42.112676056337946
0.68359375	48.138028169014106
0.6835937500000002	44.445070422535224
0.7578125	48.980281690140856
0.7578125	47.230985915492965
0.83203125	48.00845070422535
0.83203125	46.518309859154925
0.90625	47.03661971830985
0.90625	45.999999999999986
0.91015625	45.0281690140845
0.91015625	43.99154929577463
0.75390625	43.01971830985917
0.75390625	41.27042253521128
0.83203125	41.98309859154929
0.83203125	40.492957746478865
0.91015625	41.0112676056338
0.91015625	39.97464788732391
0.7578125	39.002816901408465
0.7578125	36.73521126760565
0.83203125	37.51267605633804
0.83203125	36.02253521126757
0.90625	38.030985915492955
0.90625	36.994366197183076
0.6796875	35.050704225352135
0.6796875	31.616901408450616
0.7578125	32.78309859154932
0.7578125	30.515492957746474
0.9062499999999996	30.969014084507037
0.90625	29.932394366197165
0.83203125	33.56056338028171
0.83203125	32.005633802816895
0.90625	32.97746478873238
0.90625	34.01408450704225
0.22656250000000056	19.890140845070526
0.22656250000000056	7.126760563380415
0.30078125000000044	25.073239436619815
0.30468750000000044	14.70704225352123
0.37890625000000044	27.016901408450778
0.37890625000000044	23.064788732394433
0.4570312500000002	26.045070422535275
0.4570312500000002	20.278873239436678
0.5273437500000002	23.4535211267606
0.5273437500000002	16.974647887323925
0.60546875	25.00845070422539
0.68359375	23.51830985915496
0.68359375	20.08450704225355
0.75390625	21.509859154929593
0.75390625	18.78873239436622
0.83203125	19.50140845070424
0.83203125	18.01126760563384
0.90625	20.019718309859158
0.90625	18.983098591549286
0.90625	22.028169014084497
0.90625	20.991549295774632
0.90625	23.971830985915496
0.90625	23.000000000000007
0.4531250000000002	11.726760563380388
0.4531250000000002	2.526760563380492
0.5273437500000002	4.60000000000008
0.5273437500000002	0.5183098591550106
0.90625	0.971830985915517
0.90625	2.842170943040401e-14
0.609375	7.256338028169083
0.609375	2.0084507042254103
0.6796875000000002	8.746478873239482
0.6796875	5.701408450704278
0.7578125	6.9971830985915915
0.7578125	4.535211267605732
0.83203125	5.507042253521178
0.83203125	3.49859154929581
0.90625	3.952112676056359
0.90625	2.980281690140856
0.90625	5.960563380281698
0.90625	4.988732394366195
0.83203125	9.523943661971856
0.83203125	7.9690140845071085
0.90625	9.977464788732405
0.90625	9.00563380281691
0.83203125	12.50422535211267
0.83203125	11.014084507042284
0.90625	13.02253521126758
0.90625	11.985915492957737
0.83203125	15.484507042253547
0.83203125	13.994366197183155
0.90625	16.00281690140846
0.90625	14.966197183098629
0.6074459876543215	21.804757868196873
