x	y	nodetypes	nodenames	cx	cy
26.7410714285714	49	internal		28.9732142857143	48.9444444444445
26.875	42.2222222222223	internal		26.6071428571429	42.2222222222223
27.1428571428571	38.8888888888889	internal		26.6071428571429	38.8333333333334
27.1875	21.5	internal		24.6428571428571	21.5
27.3214285714286	29	internal		26.2053571428571	28.9444444444445
27.4553571428571	13	internal		26.25	13
27.5892857142857	7.27777777777779	internal		26.7410714285714	7.22222222222225
27.6339285714286	55.5	internal		25.3125	55.5
27.6785714285714	14.5	internal		27.4107142857143	14.5
27.7678571428571	41.5	internal		26.875	41.4444444444445
27.8125	44.7222222222223	internal		26.0714285714286	44.7222222222223
27.8125	26	internal		27.3214285714286	26.0000000000001
27.8571428571428	50.5	internal		26.7410714285714	50.4444444444445
27.9464285714286	47.5	internal		26.7410714285714	47.5
