x	y
-1.2500000000000018	50.77777777777783
14.151785714285714	43.50000000000004
25.26785714285714	56.22222222222228
27.63392857142857	55.50000000000005
17.14285714285714	30.777777777777807
22.366071428571423	45.277777777777814
24.910714285714285	52.50000000000005
26.25	51.00000000000005
26.741071428571423	49.00000000000004
27.857142857142847	50.50000000000005
28.348214285714285	51.50000000000005
28.973214285714278	49.50000000000004
27.94642857142857	47.50000000000004
23.125	38.000000000000036
26.07142857142857	42.66666666666671
27.812499999999993	44.722222222222264
28.169642857142854	45.50000000000004
26.607142857142854	40.5555555555556
26.874999999999993	42.222222222222264
27.76785714285714	41.50000000000004
27.14285714285714	38.88888888888892
28.124999999999993	37.777777777777814
29.508928571428562	38.500000000000036
24.910714285714278	33.333333333333364
26.38392857142857	35.50000000000003
26.205357142857146	31.222222222222253
28.4375	33.50000000000003
27.32142857142857	29.00000000000003
27.812499999999993	26.00000000000002
28.035714285714285	27.72222222222225
28.124999999999993	29.388888888888918
28.348214285714285	27.777777777777803
28.839285714285708	28.72222222222225
29.464285714285708	29.50000000000003
29.33035714285714	24.22222222222225
29.64285714285714	23.50000000000002
19.776785714285715	16.2777777777778
24.598214285714278	20.7777777777778
27.1875	21.50000000000002
20.535714285714285	11.83333333333335
22.098214285714285	17.944444444444464
23.39285714285714	16.8888888888889
25.58035714285714	15.777777777777793
26.205357142857146	14.500000000000014
27.45535714285714	13.000000000000014
27.678571428571423	14.500000000000014
28.39285714285714	11.500000000000014
28.973214285714278	12.500000000000014
29.107142857142847	10.500000000000014
21.25	5.722222222222221
26.69642857142857	8.111111111111114
27.589285714285708	7.277777777777786
29.19642857142857	6.500000000000007
22.99107142857143	3.3333333333333357
24.24107142857143	4.5
23.794642857142854	2.111111111111107
26.160714285714278	1.2222222222222285
28.794642857142854	0.5000000000000071
