species	state
Lithops_julii	0
Ebracteola_fulleri	0
Namibia_cinerea	0
Carpobrotus_deliciosus	0
Stayneria_neilii	0
Hartmanthus_pergamentaceus	0
Jensenobotrya_lossowiana	0
Conophytum_bilobum	0
Cheiridopsis_excavata	0
Enarganthe_octonaria	0
Schlechteranthus_steenbokensis	0
Namaquanthus_vanheerdei	0
Ruschianthus_falcatus	0
Trichodiadema_emarginatum	0
Corpuscularia_lehmannii	0
Delosperma_nakurense	0
Mestoklema_arboriforme	0
Ectotropis_alpina	0
Gibbaeum_pubescens	0
Disphyma_australe	0
Malephora_lutea	0
Frithia_pulchra	0
Glottiphyllum_cruciatum	0
Meyerophytum_meyeri	0
Mitrophyllum_clivorum	0
Monilaria_moniliformis	0
Oophytum_nanum	0
Dicrocaulon_brevifolium	0
Diplosoma_retroversum	0
Lampranthus_roseus	0
Stoeberia_utilis	0
Dracophilus_dealbatus	0
Marlothistella_uniondalensis	0
Astridia_longifolia	0
Wooleya_farinosa	0
Titanopsis_hugo-schlechteri	0
Phiambolia_hallii	0
Vanheerdea_primosii	0
Cylindrophyllum_comptonii	0
Cerochlamys_pachyphylla	0
Octopoma_rupigenum	0
Smicrostigma_viride	0
Arenifera_pillansii	0
Nananthus_aloides	0
Prepodesma_orpenii	0
Tanquana_prismatica	0
Rabiea_albipuncta	0
Pleiospilos_simulans	0
Dinteranthus_microspermus	0
Schwantesia_herrei	0
Vlokia_ater	0
Hammeria_cedarbergensis	0
Zeuktophyllum_suppositum	0
Leipoldtia_schultzei	0
Hallianthus_planus	0
Vanzijlia_annulata	0
Cephalophyllum_ebracteatum	0
Ottosonderia_monticola	0
Jordaaniella_spongiosa	0
Drosanthemum_pulverulentum	0
Nelia_pillansii	0
Erepsia_pillansii	0
Juttadinteria_albata	0
Fenestraria_rhopalophylla	0
Scopelogena_bruynsii	0
Lapidaria_margaretae	0
Argyroderma_fissum	0
Psammophora_modesta	0
Khadia_borealis	0
Orthopterum_coeganum	0
Peersia_vanheerdei	0
Rhinephyllum_muirii	0
Neohenricia_spiculata	0
Mossia_intervallaris	0
Faucaria_felina	0
Machairophyllum_albidum	0
Rhombophyllum_rhomboideum	0
Hereroa_stenophylla	0
Didymaotus_lapidiformis	0
Bijlia_tugwelliae	0
Carruanthus_ringens	0
Bergeranthus_multiceps	0
Antegibbaeum_fissoides	0
Brianhuntleya_intrusa	0
Acrodon_subulatus	0
Lemonanthemum_zygophylloides	0
Cleretum_papulosum	0
Apatesia_sabulosa	0
Conicosia_elongata	0
Carpanthea_pomeridiana	0
Hymenogyne_conica	0
Saphesia_flaccida	0
Skiatophytum_tripolium	0
Mesembryanthemum_aitonis	0
Aizoon_prostratum	0
Aizoanthemum_galenioides	0
Tetragonia_spicata	0
Gunniopsis_intermedia	0
Alternanthera_lupulina	0
Acrosanthes_teretifolia	0
Trianthema_salsoloides	0
Sesuvium_crithmoides	0
Zaleya_galericulata	0
Tribulocarpus_dimorphanthus	0
Boerhavia_spicata	0
Okenia_hypogaea	0
Anulocaulis_annulatus	0
Nyctaginia_capitata	0
Cyphomeris_gypsophiloides	0
Allionia_incarnata	0
Commicarpus_raynalii	0
Mirabilis_nyctaginea	0
Abronia_bigelovii	0
Tripterocalyx_carneus	0
Acleisanthes_lanceolata	0
Colignonia_glomerata	0
Pisonia_rotundata	0
Neea_floribunda	0
Guapira_opposita	0
Pisoniella_arborescens	0
Bougainvillea_modesta	0
Phaeoptilum_spinosum	0
Salpianthus_arenarius	0
Andradea_floribunda	0
Ramisia_brasiliensis	0
Reichenbachia_hirsuta	0
Rivina_humilis	0
Hilleria_longifolia	0
Ledenbergia_macrantha	0
Trichostigma_octandrum	0
Petiveria_alliacea	0
Gallesia_integrifolia	0
Seguieria_aculeata	0
Sarcobatus_vermiculatus	0
Phytolacca_dioica	0
Ercilla_spicata	0
Gisekia_pharnaceoides	0
Barbeuia_madagascariensis	0
Kewa_salsoloides	0
Lophiocarpus_polystachyus	0
Corbichonia_decumbens	0
Limeum_pterocarpum	0
Viscaria_nivalis	0
Gypsophila_vaccaria	0
Silene_hoefftiana	0
Pseudostellaria_davidii	0
Eudianthe_laeta	0
Atocion_armeria	0
Heliosperma_alpestre	0
Petrocoptis_glaucifolia	0
Agrostemma_githago	0
Dianthus_biflorus	0
Velezia_rigida	0
Petrorhagia_thessala	0
Acanthophyllum_longicalyx	0
Saponaria_sicula	0
Psammosilene_tunicoides	0
Arenaria_antitaurica	0
Eremogone_saxatilis	0
Shivparvatia_stracheyi	0
Odontostemma_glandulosa	0
Moehringia_diversifolia	0
Cerastium_capense	0
Holosteum_umbellatum	0
Moenchia_erecta	0
Pycnophyllopsis_cryptantha	0
Myosoton_aquaticum	0
Stellaria_pubera	0
Rabelera_holostea	0
Lepyrodiclis_holosteoides	0
Brachystemma_calycinum	0
Thylacospermum_caespitosum	0
Bolanthus_cherlerioides	0
Schiedea_spergulina	0
Wilhelmsia_physodes	0
Honckenya_peploides	0
Mononeuria_groenlandica	0
Scleranthus_biflorus	0
Pseudocherleria_macrocarpa	0
Cherleria_biflora	0
Minuartia_confusa	0
Sabulina_urumiensis	0
Sagina_maritima	0
Colobanthus_masonae	0
Facchinia_rupestris	0
Bufonia_paniculata	0
Drypis_spinosa	0
Spergularia_azorica	0
Rhodalsine_geniculata	0
Polycarpaea_repens	0
Augustea_suffruticosa	0
Haya_obovata	0
Sphaerocoma_hookeri	0
Polycarpon_tetraphyllum	0
Stipulicida_setacea	0
Loeflingia_hispanica	0
Dicheranthus_plocamoides	0
Pteranthus_dichotomus	0
Pycnophyllum_spathulatum	0
Ortegia_hispanica	0
Drymaria_cordata	0
Cardionema_ramosissima	0
Illecebrum_verticillatum	0
Paronychia_jordanica	0
Gymnocarpos_decandrus	0
Herniaria_baetica	0
Pollichia_campestris	0
Telephium_oligospermum	0
Corrigiola_litoralis	0
Sclerochlamys_brachyptera	0
Stelligera_endecaspinis	0
Sclerolaena_cuneata	0
Dissocarpus_paradoxus	0
Didymanthus_roei	0
Roycea_spinescens	0
Maireana_sedifolia	0
Threlkeldia_diffusa	0
Malacocera_tricornis	0
Enchylaena_tomentosa	0
Osteocarpum_dipterocarpum	0
Neobassia_proceriflora	0
Grubovia_dasyphylla	0
Bassia_scoparia	0
Camphorosma_monspeliaca	0
Sedobassia_sedoides	0
Chenolea_diffusa	0
Eokochia_saxicola	0
Spirobassia_hirsuta	0
Pyankovia_affinis	0
Climacoptera_subcrassa	0
Kali_zaidamica	0
Nitrosalsola_micranthera	0
Caroxylon_genistoides	0
Salsola_webbii	0
Collinosalsola_arbusculiformis	0
Halogeton_arachnoideus	0
Horaninowia_ulicina	0
Haloxylon_regelii	0
Girgensohnia_oppositiflora	0
Anabasis_articulata	0
Noaea_mucronata	0
Rhaphidophyton_regelii	0
Halothamnus_bottae	0
Sympegma_regelii	0
Petrosimonia_sibirica	0
Halimocnemis_karelinii	0
Nanophyton_erinaceum	0
Halocharis_hispida	0
Ofaiston_monandrum	0
Suaeda_pterantha	0
Bienertia_cycloptera	0
Salicornia_terminalis	0
Atriplex_codonocarpa	0
Tecticornia_australasica	0
Microcnemum_coralloides	0
Arthrocaulon_macrostachyum	0
Kalidium_cuspidatum	0
Halopeplis_amplexicaulis	0
Halostachys_belangeriana	0
Halocnemum_strobilaceum	0
Allenrolfea_occidentalis	0
Oxybasis_glauca	0
Holmbergia_tweedii	0
Grayia_spinosa	0
Exomis_albicans	0
Archiatriplex_nanpinensis	0
Chenopodiastrum_standleyanum	0
Micromonolepis_pusilla	0
Chenopodium_auricomum	0
Microgynoecium_tibeticum	0
Lipandra_polysperma	0
Spinacia_turkestanica	0
Dysphania_graveolens	0
Cycloloma_atriplicifolium	0
Suckleya_suckleyana	0
Axyris_amaranthoides	0
Krascheninnikovia_ceratoides	0
Ceratocarpus_arenarius	0
Blitum_nuttallianum	0
Corispermum_puberulum	0
Anthochlamys_multinervis	0
Agriophyllum_squarrosum	0
Acroglochin_persicarioides	0
Beta_lomatogona	0
Aphanisma_blitoides	0
Hablitzia_tamnoides	0
Oreobliton_thesioides	0
Pedersenia_cardenasii	0
Tidestromia_eliassoniana	0
Guilleminea_densa	0
Gomphrena_wrightii	0
Froelichia_interrupta	0
Hebanthe_eriantha	0
Pfaffia_dunaliana	0
Pseudoplantago_friesii	0
Iresine_arbuscula	0
Woehleria_serpyllifolia	0
Irenella_chrysotricha	0
Sericorema_sericea	0
Marcelliopsis_splendens	0
Sericocoma_avolans	0
Centemopsis_micrantha	0
Mechowia_grandiflora	0
Pupalia_lappacea	0
Leucosphaera_bainesii	0
Achyranthes_bidentata	0
Centrostachys_aquatica	0
Achyropsis_leptostachya	0
Nototrichium_humile	0
Cyathula_achyranthoides	0
Pandiaka_angustifolia	0
Sericostachys_scandens	0
Psilotrichum_sericeum	0
Arthraerva_leubnitziae	0
Calicorema_capitata	0
Aerva_javanica	0
Wadithamnus_artemisioides	0
Ptilotus_obovatus	0
Trichinium_manglesii	0
Nothosaerva_brachiata	0
Amaranthus_tamaulipensis	0
Chamissoa_altissima	0
Celosia_trigyna	0
Pleuropetalum_sprucei	0
Hermbstaedtia_glauca	0
Deeringia_amaranthoides	0
Charpentiera_ovata	0
Bosea_cypria	0
Polycnemum_perenne	0
Nitrophila_occidentalis	0
Hemichroa_pentandra	0
Phaulothamnus_spinescens	0
Achatocarpus_praecox	0
Macarthuria_australis	0
Stegnosperma_halimifolium	0
Microtea_debilis	0
Asteropeia_micraster	0
Physena_madagascariensis	0
Simmondsia_chinensis	0
Rhabdodendron_amazonicum	0
Atraphaxis_ariana	0
Polygonum_setosum	0
Persicaria_undulata	0
Polygonella_robusta	0
Bactria_ovczinnikovii	0
Caelestium_lazkovii	0
Duma_florulenta	0
Muehlenbeckia_sagittifolia	0
Reynoutria_sachalinensis	0
Fallopia_multiflora	0
Knorringia_sibirica	0
Rheum_tataricum	0
Coccoloba_pubescens	0
Oxyria_sinensis	0
Calligonum_microcarpum	0
Pteropyrum_aucheri	0
Pteroxygonum_giraldii	0
Koenigia_delicatula	0
Bistorta_vivipara	0
Fagopyrum_tataricum	0
Chorizanthe_rigida	0
Eriogonum_longifolium	0
Lastarriaea_coriacea	0
Sidotheca_emarginata	0
Hollisteria_lanata	0
Gilmania_luteola	0
Pterostegia_drymarioides	0
Dedeckera_eurekensis	0
Goodmania_luteola	0
Johanneshowellia_crateriorum	0
Dodecahema_leptoceras	0
Gymnopodium_floribundum	0
Ruprechtia_laxiflora	0
Triplaris_punctata	0
Leptogonum_domingensis	0
Podopterus_cordifolius	0
Antigonon_leptopus	0
Brunnichia_ovata	0
Afrobrunnichia_erecta	0
Symmeria_paniculata	0
Limonium_purpuratum	0
Acantholimon_lycopodioides	0
Myriolimon_ferulaceum	0
Saharanthus_ifniensis	0
Ceratolimon_feei	0
Limoniastrum_monopetalum	0
Goniolimon_speciosum	0
Armeria_hirta	0
Psylliostachys_suworowii	0
Dyerophytum_africanum	0
Plumbagella_micrantha	0
Plumbago_zeylanica	0
Ceratostigma_minus	0
Aegialitis_annulata	0
Tamarix_usneoides	0
Myricaria_laxiflora	0
Myrtama_elegans	0
Reaumuria_kaschgarica	0
Hololachna_soongarica	0
Frankenia_salina	0
Ancistrocladus_letestui	0
Ancistrocladus_ealaensis	0
Ancistrocladus_likoko	0
Ancistrocladus_congolensis	0
Ancistrocladus_ileboensis	0
Ancistrocladus_korupensis	0
Ancistrocladus_barteri	0
Ancistrocladus_guineensis	0
Ancistrocladus_abbreviatus	0
Ancistrocladus_benomensis	0
Ancistrocladus_tectorius	0
Ancistrocladus_griffithii	0
Ancistrocladus_heyneanus	0
Ancistrocladus_hamatus	0
Ancistrocladus_tanzaniensis	0
Ancistrocladus_robertsoniorum	0
Triphyophyllum_peltatum	1
Habropetalum_dawei	0
Drosophyllum_lusitanicum	1
Berberidopsis_sp._SFB-2011	0
Streptothamnus_moorei	0
Aextoxicon_punctatum	0
Elaeocarpus_sp._FU-2795	0
Aceratium_ledermannii	0
Sericolea_decandra	0
Tetratheca_harperi	0
Tremandra_diffusa	0
Dubouzetia_guillauminii	0
Peripentadenia_phelpsii	0
Crinodendron_hookerianum	0
Sloanea_berteriana	0
Aristotelia_chilensis	0
Vallea_stipularis	0
Brunellia_sp._Lewis_3366	0
Cephalotus_follicularis	8
Weinmannia_parviflora	0
Cunonia_capensis	0
Pancheria_hirsuta	0
Vesselowskya_rubifolia	0
Codia_discolor	0
Callicoma_serratifolia	0
Geissois_hirsuta	0
Karrabina_biagiana	0
Pseudoweinmannia_lachnocarpa	0
Spiraeopsis_celebica	0
Ackama_rosifolia	0
Caldcluvia_paniculata	0
Opocunonia_kaniensis	0
Gillbeea_adenopetala	0
Lamanonia_ternata	0
Eucryphia_lucida	0
Acrophyllum_australe	0
Pullea_glabra	0
Davidsonia_pruriens	0
Ceratopetalum_gummiferum	0
Anodopetalum_biglandulosum	0
Platylophus_trifoliatus	0
Schizomeria_serrata	0
Bauera_rubioides	0
Hooglandia_ignambiensis	0
Spiraeanthemum_davidsonii	0
Nepenthes_pervillei	7
Nepenthes_distillatoria	7
Nepenthes_khasiana	7
Nepenthes_danseri	8
Nepenthes_vieillardii	8
Nepenthes_bicalcarata	8
Nepenthes_ampullaria	8
Nepenthes_x_hookeriana	7
Nepenthes_rafflesiana	8
Nepenthes_hemsleyansa	7
Nepenthes_mirabilis	7
Nepenthes_echinostoma	7
Nepenthes_orbiculata	8
Nepenthes_rowanae	8
Nepenthes_tenax	7
Nepenthes_tomoriana	8
Nepenthes_treubiana	8
Nepenthes_neoguineensis	8
Nepenthes_lamii	8
Nepenthes_monticola	8
Nepenthes_papuana	8
Nepenthes_x_trichocarpa	7
Nepenthes_gracilis	8
Nepenthes_cf_angustifolia	7
Nepenthes_mapuluensis	8
Nepenthes_albomarginata	7
Nepenthes_campanulata	8
Nepenthes_philippinensis	7
Nepenthes_mantalingajanensis	8
Nepenthes_palawanensis	8
Nepenthes_attenboroughii	7
Nepenthes_mira	7
Nepenthes_deaniana	7
Nepenthes_leonardoi	7
Nepenthes_alata	7
Nepenthes_argentii	8
Nepenthes_armin	7
Nepenthes_viridis	7
Nepenthes_graciliflora	7
Nepenthes_pantaronensis	7
Nepenthes_peltata	8
Nepenthes_micramphora	7
Nepenthes_hamiguitanensis	7
Nepenthes_justinae	7
Nepenthes_robcantleyi	8
Nepenthes_truncata	7
Nepenthes_zygon	7
Nepenthes_mindanaoensis	7
Nepenthes_copelandii	7
Nepenthes_talaandig	7
Nepenthes_petiolata	7
Nepenthes_pulchra	7
Nepenthes_sumagaya	7
Nepenthes_ceiliae	7
Nepenthes_comuta	7
Nepenthes_rajah	8
Nepenthes_edwardsiana	7
Nepenthes_macrophylla	7
Nepenthes_villosa	7
Nepenthes_burbidgeae	8
Nepenthes_boschiana	7
Nepenthes_faizaliana	7
Nepenthes_lowii	7
Nepenthes_clipeata	8
Nepenthes_ephippiata	7
Nepenthes_veitchii	7
Nepenthes_platychila	7
Nepenthes_eymae	5
Nepenthes_minima	7
Nepenthes_maxima	7
Nepenthes_cf_oblanceolata	7
Nepenthes_klossii	7
Nepenthes_stenophylla	7
Nepenthes_glandulifera	7
Nepenthes_chaniana	7
Nepenthes_zakriana	8
Nepenthes_mollis	7
Nepenthes_vogelii	7
Nepenthes_macrovulgaris	7
Nepenthes_reinwardtiana	7
Nepenthes_sanguinea	7
Nepenthes_macfarlanei	7
Nepenthes_ramispina	7
Nepenthes_alba	7
Nepenthes_gracillima	7
Nepenthes_benstonei	7
Nepenthes_kongkandana	7
Nepenthes_kampotiana	7
Nepenthes_smilesii	7
Nepenthes_andamana	8
Nepenthes_suratensis	7
Nepenthes_kerrii	7
Nepenthes_thai	8
Nepenthes_thorelii	7
Nepenthes_bokorensis	7
Nepenthes_chang	7
Nepenthes_eustachya	7
Nepenthes_gymnamphora	7
Nepenthes_tobaica	7
Nepenthes_xiphioides	8
Nepenthes_singalana	7
Nepenthes_aristolochioides	5
Nepenthes_talagensis	7
Nepenthes_adrianii	7
Nepenthes_spathulata	7
Nepenthes_inermis	5
Nepenthes_jacquelineae	5
Nepenthes_dubia	5
Nepenthes_jamban	5
Nepenthes_lingulata	7
Nepenthes_flava	7
Nepenthes_ovata	7
Nepenthes_tenuis	7
Nepenthes_naga	7
Nepenthes_izumiae	7
Nepenthes_bongso	8
Nepenthes_adnata	7
Nepenthes_longifolia	7
Nepenthes_beccariana	7
Nepenthes_mikei	7
Nepenthes_rhombicaulis	8
Nepenthes_spectabilis	7
Nepenthes_lavicola	7
Nepenthes_rigidifolia	7
Nepenthes_angasanensis	7
Nepenthes_diatas	7
Nepenthes_densiflora	7
Nepenthes_northiana	7
Nepenthes_hispida	7
Nepenthes_hirsuta	7
Nepenthes_barcelonae	7
Nepenthes_ventricosa	7
Nepenthes_burkei	7
Nepenthes_sibuyanensis	8
Nepenthes_biak	7
Nepenthes_insignis	7
Nepenthes_bellii	7
Nepenthes_merrilliana	7
Nepenthes_surigaoensis	7
Nepenthes_tentaculata	7
Nepenthes_undulatifolia	7
Nepenthes_hamata	7
Nepenthes_nigra	7
Nepenthes_glabrata	7
Nepenthes_pitopangii	7
Nepenthes_murudensis	7
Nepenthes_muluensis	7
Nepenthes_masoalensis	8
Nepenthes_madagascariensis	7
Drosera_regia	1
Drosera_arcturi	2
Drosera_glanduligera	2
Drosera_binata_var_dichotoma	1
Drosera_gigantea	2
Drosera_peltata	2
Drosera_auriculata	2
Drosera_menziesii	2
Drosera_macrantha_ssp_planchonii	2
Drosera_rosulata	2
Drosera_stolonifera	2
Drosera_platypoda	2
Drosera_prostratoscaposa	2
Drosera_aberrans	2
Drosera_dichrosepala	2
Drosera_meristocaulis	2
Drosera_roseana	2
Drosera_helodes	2
Drosera_scorpioides	2
Drosera_sewelliae	2
Drosera_leucoblasta	2
Drosera_barbigera	2
Drosera_pulchella	2
Drosera_allantostigma	2
Drosera_nitidula	2
Drosera_omissa	2
Drosera_pygmaea	2
Drosera_occidentalis	2
Drosera_paradoxa	2
Drosera_caduca	2
Drosera_petiolaris	2
Drosera_lanata	2
Drosera_ordensis	2
Drosera_dilatatopetiolaris	2
Drosera_falconeri	2
Drosera_indica	2
Drosera_spathulata	2
Drosera_neocaledonica	2
Drosera_brevifolia	1
Drosera_felix	2
Drosera_kaieteurensis	2
Drosera_hirtella	2
Drosera_biflora	1
Drosera_esmeraldae	1
Drosera_capillaris	1
Drosera_tracyi	1
Drosera_filiformis	1
Drosera_rotundifolia	2
Drosera_tokaiensis	2
Drosera_communis	2
Drosera_intermedia	2
Drosera_linearis	1
Drosera_anglica	2
Drosera_slackii	2
Drosera_collinsiae	2
Drosera_peleacea	2
Drosera_aliciae	2
Drosera_capensis	2
Drosera_montana_var_schwackei	2
Drosera_graomogolensis	2
Drosera_villosa	2
Drosera_montana_var_tomentosa	2
Drosera_tomentosa	2
Drosera_graminifolia	2
Drosera_chrysolepis	2
Drosera_dilesiana	2
Drosera_natalensis	2
Drosera_alba	2
Drosera_cistiflora	2
Drosera_pauciflora	2
Drosera_trinervia	2
Drosera_hilaris	2
Drosera_venusta	2
Drosera_cuneifolia	2
Drosera_burkeana	2
Drosera_nidiformis	2
Drosera_madagascariensis	2
Drosera_stenopetala	2
Drosera_uniflora	2
Drosera_hamiltonii	2
Drosera_prolifera	2
Drosera_schizandra	2
Drosera_adelae	2
Drosera_burmannii	3
Drosera_sessilifolia	1
Aldrovanda_vesiculosa	4
Dionaea_muscipula	3
Darlingtonia_californica	7
Sarracenia_leucophylla	7
Sarracenia_alabamensis_ssp_wherryi	7
Sarracenia_rubra_ssp_gulfensis	7
Sarracenia_oreophita	7
Sarracenia_alabamensis_ssp_alabamensis	7
Sarracenia_alata	7
Sarracenia_minor	7
Sarracenia_rubra_ssp_rubra	7
Sarracenia_jonesii	7
Sarracenia_flava	7
Sarracenia_psittacina	9
Sarracenia_rosea	8
Sarracenia_purpurea_ssp_purpurea	7
Sarracenia_purpurea_ssp_vensa_var_venosa	7
Roridula_dentata	2
Heliamphora_sarracenioides	7
Heliamphora_heterodoxa	8
Heliamphora_collina	7
Heliamphora_purpurascens	8
Heliamphora_sp_Akopan	8
Heliamphora_sp_Angasima	8
Heliamphora_exappendiculata	7
Heliamphora_uncinata	7
Heliamphora_folliculata	7
Heliamphora_glabra	8
Heliamphora_elongata	7
Heliamphora_nutans	8
Heliamphora_arenicola	7
Heliamphora_ionasi	7
Heliamphora_tatei	7
Heliamphora_ceracea	8
Heliamphora_hispida	8
Heliamphora_neblinae	8
Heliamphora_parva	7
Heliamphora_minor_var_pilosa	8
Heliamphora_pulchella	8
Heliamphora_huberi	7
Heliamphora_chimantensis	7
Heliamphora_ciliata	8
Pinguicula_alpina	2
Pinguicula_elongata	2
Pinguicula_mirandae	2
Pinguicula_hemiepiphytica	2
Pinguicula_laueana	2
Pinguicula_moranensis	2
Pinguicula_conzattiin	2
Pinguicula_medusina	1
Pinguicula_crassifolia	2
Pinguicula_emarginata	2
Pinguicula_rectifolia	2
Pinguicula_zecheri	2
Pinguicula_acuminata	2
Pinguicula_moctezumae	6
Pinguicula_colimensis	2
Pinguicula_oblongiloba	2
Pinguicula_reticulata	2
Pinguicula_gypsicola	6
Pinguicula_agnata	2
Pinguicula_gigantea	2
Pinguicula_ibarrae	2
Pinguicula_lilacina	2
Pinguicula_sharpii	2
Pinguicula_cyclosecta	2
Pinguicula_ehlersiae	2
Pinguicula_dertosensis	2
Pinguicula_debbertiana	2
Pinguicula_jaumavensis	2
Pinguicula_esseriana	2
Pinguicula_jackiivar_parviflora	2
Pinguicula_filifolia	1
Pinguicula_cubensis	2
Pinguicula_albida	2
Pinguicula_bissei	2
Pinguicula_benedicta	2
Pinguicula_rotundiflora	2
Pinguicula_gracilis	2
Pinguicula_nivalis	2
Pinguicula_immaculata	2
Pinguicula_macrophylla	2
Pinguicula_potosiensis	2
Pinguicula_corsica	2
Pinguicula_vallisneriifolia	6
Pinguicula_longifolia_subsp_longifolia	6
Pinguicula_nevadensis	6
Pinguicula_mundi	2
Pinguicula_fiorii	2
Pinguicula_vulgaris	2
Pinguicula_grandiflora	2
Pinguicula_bohemica	2
Pinguicula_macroceras	2
Pinguicula_longifolia_subsp_caussensis	2
Pinguicula_poldini	2
Pinguicula_longifolia_subsp_reichenbachiana	6
Pinguicula_leptoceras	2
Pinguicula_antarctica	6
Pinguicula_pumila	6
Pinguicula_ionantha	6
Pinguicula_planifolia	2
Pinguicula_lutea	6
Pinguicula_primuliflora	6
Pinguicula_calyptrata	6
Pinguicula_involuta	6
Pinguicula_chuquisacensis	2
Pinguicula_hirtiflora	6
Pinguicula_lusitanica	6
Pinguicula_variegata	2
Pinguicula_ramosa	2
Pinguicula_villosa	2
Genlisea_uncinata	10
Genlisea_aff_violence_giant	10
Genlisea_sp_Itacambira	10
Genlisea_violacea	10
Genlisea_lobata	10
Genlisea_barthlottii	10
Genlisea_stapfii	10
Genlisea_hispidula	10
Genlisea_subviridis	10
Genlisea_africana	10
Genlisea_subglabra	10
Genlisea_glandulosissima	10
Genlisea_margaretae	10
Genlisea_aurea	10
Genlisea_glabra	10
Genlisea_filiformis	10
Genlisea_aff_filiformis	10
Genlisea_repens	10
Genlisea_roraimensis	10
Genlisea_sp_Gran_Sabana	10
Genlisea_guianensis	10
Genlisea_spanariapoana	10
Utricularia_uniflora	10
Utricularia_sp_Fanged	10
Utricularia_dunlopii	10
Utricularia_wannani	10
Utricularia_georgei	10
Utricularia_kimberleyensis	10
Utricularia_sp_Sandstone	10
Utricularia_sp_Papilose	10
Utricularia_kenneallyi	10
Utricularia_tridactyla	10
Utricularia_rhododactylos	10
Utricularia_arnhemica	10
Utricularia_quinquedentata	10
Utricularia_capilliflora	10
Utricularia_cheiranthos	10
Utricularia_holtzei	10
Utricularia_dunstaniae	10
Utricularia_lowriei	10
Utricularia_antennifera	10
Utricularia_sp_Bearded	10
Utricularia_kamienskii	10
Utricularia_leptorhyncha	10
Utricularia_lasiocaulis	10
Utricularia_sp_Foster	10
Utricularia_ameliae	10
Utricularia_fenshamii	10
Utricularia_sp_Nowra	10
Utricularia_beaugleholei	10
Utricularia_beaugleholei_ssp_A	10
Utricularia_beaugleholei_ssp_A	10
Utricularia_novae-zelandiae	10
Utricularia_dichotoma	10
Utricularia_monanthos	10
Utricularia_barkeri	10
Utricularia_grampiana	10
Utricularia_byrneana	10
Utricularia_tubulata	10
Utricularia_triflora	10
Utricularia_albiflora	10
Utricularia_terrae-reginae	10
Utricularia_singeriana	10
Utricularia_sp_Theda	10
Utricularia_hamiltonii	10
Utricularia_sp_Kununurra	10
Utricularia_linearis	10
Utricularia_blackmanii	10
Utricularia_fistulosa	10
Utricularia_paulineae	10
Utricularia_menziesii	10
Utricularia_violacea	10
Utricularia_petertaylorii	10
Utricularia_inaequalis	10
Utricularia_benthamii	10
Utricularia_helix	10
Utricularia_volubilis	10
Utricularia_westonii	10
Utricularia_tenella	10
Utricularia_multifida	10
