species	state
873	Carnegiea_gigantea	0
874	Pachycereus_hollianus	0
875	Peniocereus_striatus	0
876	Cephalocereus_nizandensis	0
877	Neobuxbaumia_mezcalaensis	0
878	Bergerocactus_emoryi	0
879	Armatocereus_procerus	0
880	Selenicereus_grandiflorus	0
881	Strophocactus_wittii	0
882	Deamia_chontalensis	0
883	Weberocereus_glaber	0
884	Pseudorhipsalis_amazonica	0
885	Disocactus_speciosus	0
886	Aporocactus_flagelliformis	0
887	Epiphyllum_phyllanthus	0
888	Acanthocereus_oaxacensis	0
889	Neoraimondia_arequipensis	0
890	Leptocereus_leonii	0
891	Corryocactus_apiciflorus	0
892	Pfeiffera_monacantha	0
893	Austrocactus_bertinii	0
894	Rhipsalis_paradoxa	0
895	Schlumbergera_russeliana	0
896	Hatiora_rosea	0
897	Lepismium_cruciforme	0
898	Lymanbensonia_incachacana	0
899	Calymmanthium_substerile	0
900	Mammilloydia_candida	0
901	Mammillaria_carretii	0
902	Neolloydia_conoidea	0
903	Ortegocactus_macdougallii	0
904	Coryphantha_salinensis	0
905	Escobaria_vivipara	0
906	Pelecyphora_strobiliformis	0
907	Cumarinia_odorata	0
908	Rapicactus_mandragora	0
909	Acharagma_aguirreana	0
910	Lophophora_diffusa	0
911	Obregonia_denegrii	0
912	Epithelantha_micromeris	0
913	Turbinicarpus_laui	0
914	Kadenicarpus_pseudomacrochele	0
915	Strombocactus_disciformis	0
916	Ariocarpus_scaphirostris	0
917	Ferocactus_echidne	0
918	Thelocactus_macdowellii	0
919	Stenocactus_multicostatus	0
920	Sclerocactus_uncinatus	0
921	Leuchtenbergia_principis	0
922	Pediocactus_simpsonii	0
923	Echinocactus_parryi	0
924	Astrophytum_ornatum	0
925	Aztekium_hintonii	0
926	Geohintonia_mexicana	0
927	Blossfeldia_liliputana	0
928	Maihuenia_poeppigii	0
929	Tacinga_lilae	0
930	Brasiliopuntia_schickendantzii	0
931	Tunilla_corrugata	0
932	Miqueliopuntia_miquelii	0
933	Consolea_macracantha	0
934	Opuntia_anacantha	0
935	Cumulopuntia_iturbicola	0
936	Puna_subterranea	0
937	Austrocylindropuntia_floccosa	0
938	Punotia_lagopus	0
939	Tephrocactus_weberi	0
940	Maihueniopsis_domeykoensis	0
941	Pterocactus_valentinii	0
942	Cylindropuntia_bigelowii	0
943	Corynopuntia_invicta	0
944	Micropuntia_pulchella	0
945	Pereskiopsis_aquosa	0
946	Quiabentia_verticillata	0
947	Pereskia_grandifolia	0
948	Anacampseros_marlothii	0
949	Avonia_albissima	0
950	Grahamia_bracteata	0
951	Portulaca_bicolor	0
952	Talinum_paniculatum	0
953	Talinella_pachypoda	0
954	Alluaudia_comosa	0
955	Decarya_madagascariensis	0
956	Didierea_madagascariensis	0
957	Alluaudiopsis_fiherenensis	0
958	Calyptrotheca_somalensis	0
959	Portulacaria_afra	0
960	Anredera_brachystachys	0
961	Ullucus_tuberosus	0
962	Basella_alba	0
963	Halophytum_ameghinoi	0
964	Claytonia_perfoliata	0
965	Montia_diffusa	0
966	Lewisia_cantelovii	0
967	Hectorella_caespitosa	0
968	Calandrinia_ciliata	0
969	Cistanthe_mucronulata	0
970	Philippiamra_densiflora	0
971	Lewisiopsis_tweedyi	0
972	Montiopsis_trifida	0
973	Calyptridium_monandrum	0
974	Phemeranthus_spinescens	0
975	Pharnaceum_subtile	0
976	Coelanthum_semiquinquefidum	0
977	Mollugo_disticha	0
978	Suessenguthiella_scleranthoides	0
979	Adenogramma_teretifolia	0
980	Psammotropha_obovata	0
981	Polpoda_capensis	0
982	Hypertelis_spergulacea	0
983	Paramollugo_angustifolia	0
984	Glinus_oppositifolius	0
985	Trigastrotheca_pentaphylla	0
986	Oscularia_falciformis	0
987	Ruschiella_argentea	0
988	Amphibolia_laevis	0
989	Braunsia_vanrensburgii	0
990	Esterhuysenia_drepanophylla	0
991	Antimima_pumila	0
992	Deilanthe_peersii	0
993	Jacobsenia_kolbei	0
994	Lithops_julii	0
995	Ebracteola_fulleri	0
996	Namibia_cinerea	0
997	Carpobrotus_deliciosus	0
998	Stayneria_neilii	0
999	Hartmanthus_pergamentaceus	0
1000	Jensenobotrya_lossowiana	0
1001	Conophytum_bilobum	0
1002	Cheiridopsis_excavata	0
1003	Enarganthe_octonaria	0
1004	Schlechteranthus_steenbokensis	0
1005	Namaquanthus_vanheerdei	0
1006	Ruschianthus_falcatus	0
1007	Trichodiadema_emarginatum	0
1008	Corpuscularia_lehmannii	0
1009	Delosperma_nakurense	0
1010	Mestoklema_arboriforme	0
1011	Ectotropis_alpina	0
1012	Gibbaeum_pubescens	0
1013	Disphyma_australe	0
1014	Malephora_lutea	0
1015	Frithia_pulchra	0
1016	Glottiphyllum_cruciatum	0
1017	Meyerophytum_meyeri	0
1018	Mitrophyllum_clivorum	0
1019	Monilaria_moniliformis	0
1020	Oophytum_nanum	0
1021	Dicrocaulon_brevifolium	0
1022	Diplosoma_retroversum	0
1023	Lampranthus_roseus	0
1024	Stoeberia_utilis	0
1025	Dracophilus_dealbatus	0
1026	Marlothistella_uniondalensis	0
1027	Astridia_longifolia	0
1028	Wooleya_farinosa	0
1029	Titanopsis_hugo-schlechteri	0
1030	Phiambolia_hallii	0
1031	Vanheerdea_primosii	0
1032	Cylindrophyllum_comptonii	0
1033	Cerochlamys_pachyphylla	0
1034	Octopoma_rupigenum	0
1035	Smicrostigma_viride	0
1036	Arenifera_pillansii	0
1037	Nananthus_aloides	0
1038	Prepodesma_orpenii	0
1039	Tanquana_prismatica	0
1040	Rabiea_albipuncta	0
1041	Pleiospilos_simulans	0
1042	Dinteranthus_microspermus	0
1043	Schwantesia_herrei	0
1044	Vlokia_ater	0
1045	Hammeria_cedarbergensis	0
1046	Zeuktophyllum_suppositum	0
1047	Leipoldtia_schultzei	0
1048	Hallianthus_planus	0
1049	Vanzijlia_annulata	0
1050	Cephalophyllum_ebracteatum	0
1051	Ottosonderia_monticola	0
1052	Jordaaniella_spongiosa	0
1053	Drosanthemum_pulverulentum	0
1054	Nelia_pillansii	0
1055	Erepsia_pillansii	0
1056	Juttadinteria_albata	0
1057	Fenestraria_rhopalophylla	0
1058	Scopelogena_bruynsii	0
1059	Lapidaria_margaretae	0
1060	Argyroderma_fissum	0
1061	Psammophora_modesta	0
1062	Khadia_borealis	0
1063	Orthopterum_coeganum	0
1064	Peersia_vanheerdei	0
1065	Rhinephyllum_muirii	0
1066	Neohenricia_spiculata	0
1067	Mossia_intervallaris	0
1068	Faucaria_felina	0
1069	Machairophyllum_albidum	0
1070	Rhombophyllum_rhomboideum	0
1071	Hereroa_stenophylla	0
1072	Didymaotus_lapidiformis	0
1073	Bijlia_tugwelliae	0
1074	Carruanthus_ringens	0
1075	Bergeranthus_multiceps	0
1076	Antegibbaeum_fissoides	0
1077	Brianhuntleya_intrusa	0
1078	Acrodon_subulatus	0
1079	Lemonanthemum_zygophylloides	0
1080	Cleretum_papulosum	0
1081	Apatesia_sabulosa	0
1082	Conicosia_elongata	0
1083	Carpanthea_pomeridiana	0
1084	Hymenogyne_conica	0
1085	Saphesia_flaccida	0
1086	Skiatophytum_tripolium	0
1087	Mesembryanthemum_aitonis	0
1088	Aizoon_prostratum	0
1089	Aizoanthemum_galenioides	0
1090	Tetragonia_spicata	0
1091	Gunniopsis_intermedia	0
1092	Alternanthera_lupulina	0
1093	Acrosanthes_teretifolia	0
1094	Trianthema_salsoloides	0
1095	Sesuvium_crithmoides	0
1096	Zaleya_galericulata	0
1097	Tribulocarpus_dimorphanthus	0
1098	Boerhavia_spicata	0
1099	Okenia_hypogaea	0
1100	Anulocaulis_annulatus	0
1101	Nyctaginia_capitata	0
1102	Cyphomeris_gypsophiloides	0
1103	Allionia_incarnata	0
1104	Commicarpus_raynalii	0
1105	Mirabilis_nyctaginea	0
1106	Abronia_bigelovii	0
1107	Tripterocalyx_carneus	0
1108	Acleisanthes_lanceolata	0
1109	Colignonia_glomerata	0
1110	Pisonia_rotundata	0
1111	Neea_floribunda	0
1112	Guapira_opposita	0
1113	Pisoniella_arborescens	0
1114	Bougainvillea_modesta	0
1115	Phaeoptilum_spinosum	0
1116	Salpianthus_arenarius	0
1117	Andradea_floribunda	0
1118	Ramisia_brasiliensis	0
1119	Reichenbachia_hirsuta	0
1120	Rivina_humilis	0
1121	Hilleria_longifolia	0
1122	Ledenbergia_macrantha	0
1123	Trichostigma_octandrum	0
1124	Petiveria_alliacea	0
1125	Gallesia_integrifolia	0
1126	Seguieria_aculeata	0
1127	Sarcobatus_vermiculatus	0
1128	Phytolacca_dioica	0
1129	Ercilla_spicata	0
1130	Gisekia_pharnaceoides	0
1131	Barbeuia_madagascariensis	0
1132	Kewa_salsoloides	0
1133	Lophiocarpus_polystachyus	0
1134	Corbichonia_decumbens	0
1135	Limeum_pterocarpum	0
1136	Viscaria_nivalis	0
1137	Gypsophila_vaccaria	0
1138	Silene_hoefftiana	0
1139	Pseudostellaria_davidii	0
1140	Eudianthe_laeta	0
1141	Atocion_armeria	0
1142	Heliosperma_alpestre	0
1143	Petrocoptis_glaucifolia	0
1144	Agrostemma_githago	0
1145	Dianthus_biflorus	0
1146	Velezia_rigida	0
1147	Petrorhagia_thessala	0
1148	Acanthophyllum_longicalyx	0
1149	Saponaria_sicula	0
1150	Psammosilene_tunicoides	0
1151	Arenaria_antitaurica	0
1152	Eremogone_saxatilis	0
1153	Shivparvatia_stracheyi	0
1154	Odontostemma_glandulosa	0
1155	Moehringia_diversifolia	0
1156	Cerastium_capense	0
1157	Holosteum_umbellatum	0
1158	Moenchia_erecta	0
1159	Pycnophyllopsis_cryptantha	0
1160	Myosoton_aquaticum	0
1161	Stellaria_pubera	0
1162	Rabelera_holostea	0
1163	Lepyrodiclis_holosteoides	0
1164	Brachystemma_calycinum	0
1165	Thylacospermum_caespitosum	0
1166	Bolanthus_cherlerioides	0
1167	Schiedea_spergulina	0
1168	Wilhelmsia_physodes	0
1169	Honckenya_peploides	0
1170	Mononeuria_groenlandica	0
1171	Scleranthus_biflorus	0
1172	Pseudocherleria_macrocarpa	0
1173	Cherleria_biflora	0
1174	Minuartia_confusa	0
1175	Sabulina_urumiensis	0
1176	Sagina_maritima	0
1177	Colobanthus_masonae	0
1178	Facchinia_rupestris	0
1179	Bufonia_paniculata	0
1180	Drypis_spinosa	0
1181	Spergularia_azorica	0
1182	Rhodalsine_geniculata	0
1183	Polycarpaea_repens	0
1184	Augustea_suffruticosa	0
1185	Haya_obovata	0
1186	Sphaerocoma_hookeri	0
1187	Polycarpon_tetraphyllum	0
1188	Stipulicida_setacea	0
1189	Loeflingia_hispanica	0
1190	Dicheranthus_plocamoides	0
1191	Pteranthus_dichotomus	0
1192	Pycnophyllum_spathulatum	0
1193	Ortegia_hispanica	0
1194	Drymaria_cordata	0
1195	Cardionema_ramosissima	0
1196	Illecebrum_verticillatum	0
1197	Paronychia_jordanica	0
1198	Gymnocarpos_decandrus	0
1199	Herniaria_baetica	0
1200	Pollichia_campestris	0
1201	Telephium_oligospermum	0
1202	Corrigiola_litoralis	0
1203	Sclerochlamys_brachyptera	0
1204	Stelligera_endecaspinis	0
1205	Sclerolaena_cuneata	0
1206	Dissocarpus_paradoxus	0
1207	Didymanthus_roei	0
1208	Roycea_spinescens	0
1209	Maireana_sedifolia	0
1210	Threlkeldia_diffusa	0
1211	Malacocera_tricornis	0
1212	Enchylaena_tomentosa	0
1213	Osteocarpum_dipterocarpum	0
1214	Neobassia_proceriflora	0
1215	Grubovia_dasyphylla	0
1216	Bassia_scoparia	0
1217	Camphorosma_monspeliaca	0
1218	Sedobassia_sedoides	0
1219	Chenolea_diffusa	0
1220	Eokochia_saxicola	0
1221	Spirobassia_hirsuta	0
1222	Pyankovia_affinis	0
1223	Climacoptera_subcrassa	0
1224	Kali_zaidamica	0
1225	Nitrosalsola_micranthera	0
1226	Caroxylon_genistoides	0
1227	Salsola_webbii	0
1228	Collinosalsola_arbusculiformis	0
1229	Halogeton_arachnoideus	0
1230	Horaninowia_ulicina	0
1231	Haloxylon_regelii	0
1232	Girgensohnia_oppositiflora	0
1233	Anabasis_articulata	0
1234	Noaea_mucronata	0
1235	Rhaphidophyton_regelii	0
1236	Halothamnus_bottae	0
1237	Sympegma_regelii	0
1238	Petrosimonia_sibirica	0
1239	Halimocnemis_karelinii	0
1240	Nanophyton_erinaceum	0
1241	Halocharis_hispida	0
1242	Ofaiston_monandrum	0
1243	Suaeda_pterantha	0
1244	Bienertia_cycloptera	0
1245	Salicornia_terminalis	0
1246	Atriplex_codonocarpa	0
1247	Tecticornia_australasica	0
1248	Microcnemum_coralloides	0
1249	Arthrocaulon_macrostachyum	0
1250	Kalidium_cuspidatum	0
1251	Halopeplis_amplexicaulis	0
1252	Halostachys_belangeriana	0
1253	Halocnemum_strobilaceum	0
1254	Allenrolfea_occidentalis	0
1255	Oxybasis_glauca	0
1256	Holmbergia_tweedii	0
1257	Grayia_spinosa	0
1258	Exomis_albicans	0
1259	Archiatriplex_nanpinensis	0
1260	Chenopodiastrum_standleyanum	0
1261	Micromonolepis_pusilla	0
1262	Chenopodium_auricomum	0
1263	Microgynoecium_tibeticum	0
1264	Lipandra_polysperma	0
1265	Spinacia_turkestanica	0
1266	Dysphania_graveolens	0
1267	Cycloloma_atriplicifolium	0
1268	Suckleya_suckleyana	0
1269	Axyris_amaranthoides	0
1270	Krascheninnikovia_ceratoides	0
1271	Ceratocarpus_arenarius	0
1272	Blitum_nuttallianum	0
1273	Corispermum_puberulum	0
1274	Anthochlamys_multinervis	0
1275	Agriophyllum_squarrosum	0
1276	Acroglochin_persicarioides	0
1277	Beta_lomatogona	0
1278	Aphanisma_blitoides	0
1279	Hablitzia_tamnoides	0
1280	Oreobliton_thesioides	0
1281	Pedersenia_cardenasii	0
1282	Tidestromia_eliassoniana	0
1283	Guilleminea_densa	0
1284	Gomphrena_wrightii	0
1285	Froelichia_interrupta	0
1286	Hebanthe_eriantha	0
1287	Pfaffia_dunaliana	0
1288	Pseudoplantago_friesii	0
1289	Iresine_arbuscula	0
1290	Woehleria_serpyllifolia	0
1291	Irenella_chrysotricha	0
1292	Sericorema_sericea	0
1293	Marcelliopsis_splendens	0
1294	Sericocoma_avolans	0
1295	Centemopsis_micrantha	0
1296	Mechowia_grandiflora	0
1297	Pupalia_lappacea	0
1298	Leucosphaera_bainesii	0
1299	Achyranthes_bidentata	0
1300	Centrostachys_aquatica	0
1301	Achyropsis_leptostachya	0
1302	Nototrichium_humile	0
1303	Cyathula_achyranthoides	0
1304	Pandiaka_angustifolia	0
1305	Sericostachys_scandens	0
1306	Psilotrichum_sericeum	0
1307	Arthraerva_leubnitziae	0
1308	Calicorema_capitata	0
1309	Aerva_javanica	0
1310	Wadithamnus_artemisioides	0
1311	Ptilotus_obovatus	0
1312	Trichinium_manglesii	0
1313	Nothosaerva_brachiata	0
1314	Amaranthus_tamaulipensis	0
1315	Chamissoa_altissima	0
1316	Celosia_trigyna	0
1317	Pleuropetalum_sprucei	0
1318	Hermbstaedtia_glauca	0
1319	Deeringia_amaranthoides	0
1320	Charpentiera_ovata	0
1321	Bosea_cypria	0
1322	Polycnemum_perenne	0
1323	Nitrophila_occidentalis	0
1324	Hemichroa_pentandra	0
1325	Phaulothamnus_spinescens	0
1326	Achatocarpus_praecox	0
1327	Macarthuria_australis	0
1328	Stegnosperma_halimifolium	0
1329	Microtea_debilis	0
1330	Asteropeia_micraster	0
1331	Physena_madagascariensis	0
1332	Simmondsia_chinensis	0
1333	Rhabdodendron_amazonicum	0
1334	Atraphaxis_ariana	0
1335	Polygonum_setosum	0
1336	Persicaria_undulata	0
1337	Polygonella_robusta	0
1338	Bactria_ovczinnikovii	0
1339	Caelestium_lazkovii	0
1340	Duma_florulenta	0
1341	Muehlenbeckia_sagittifolia	0
1342	Reynoutria_sachalinensis	0
1343	Fallopia_multiflora	0
1344	Knorringia_sibirica	0
1345	Rheum_tataricum	0
1346	Coccoloba_pubescens	0
1347	Oxyria_sinensis	0
1348	Calligonum_microcarpum	0
1349	Pteropyrum_aucheri	0
1350	Pteroxygonum_giraldii	0
1351	Koenigia_delicatula	0
1352	Bistorta_vivipara	0
1353	Fagopyrum_tataricum	0
1354	Chorizanthe_rigida	0
1355	Eriogonum_longifolium	0
1356	Lastarriaea_coriacea	0
1357	Sidotheca_emarginata	0
1358	Hollisteria_lanata	0
1359	Gilmania_luteola	0
1360	Pterostegia_drymarioides	0
1361	Dedeckera_eurekensis	0
1362	Goodmania_luteola	0
1363	Johanneshowellia_crateriorum	0
1364	Dodecahema_leptoceras	0
1365	Gymnopodium_floribundum	0
1366	Ruprechtia_laxiflora	0
1367	Triplaris_punctata	0
1368	Leptogonum_domingensis	0
1369	Podopterus_cordifolius	0
1370	Antigonon_leptopus	0
1371	Brunnichia_ovata	0
1372	Afrobrunnichia_erecta	0
1373	Symmeria_paniculata	0
1374	Limonium_purpuratum	0
1375	Acantholimon_lycopodioides	0
1376	Myriolimon_ferulaceum	0
1377	Saharanthus_ifniensis	0
1378	Ceratolimon_feei	0
1379	Limoniastrum_monopetalum	0
1380	Goniolimon_speciosum	0
1381	Armeria_hirta	0
1382	Psylliostachys_suworowii	0
1383	Dyerophytum_africanum	0
1384	Plumbagella_micrantha	0
1385	Plumbago_zeylanica	0
1386	Ceratostigma_minus	0
1387	Aegialitis_annulata	0
1388	Tamarix_usneoides	0
1389	Myricaria_laxiflora	0
1390	Myrtama_elegans	0
1391	Reaumuria_kaschgarica	0
1392	Hololachna_soongarica	0
1393	Frankenia_salina	0
1394	Ancistrocladus_letestui	0
1395	Ancistrocladus_ealaensis	0
1396	Ancistrocladus_likoko	0
1397	Ancistrocladus_congolensis	0
1398	Ancistrocladus_ileboensis	0
1399	Ancistrocladus_korupensis	0
1400	Ancistrocladus_barteri	0
1401	Ancistrocladus_guineensis	0
1402	Ancistrocladus_abbreviatus	0
1403	Ancistrocladus_benomensis	0
1404	Ancistrocladus_tectorius	0
1405	Ancistrocladus_griffithii	0
1406	Ancistrocladus_heyneanus	0
1407	Ancistrocladus_hamatus	0
1408	Ancistrocladus_tanzaniensis	0
1409	Ancistrocladus_robertsoniorum	0
1410	Triphyophyllum_peltatum	1
1411	Habropetalum_dawei	0
1412	Drosophyllum_lusitanicum	1
1413	Berberidopsis_sp._SFB-2011	0
1414	Streptothamnus_moorei	0
1415	Aextoxicon_punctatum	0
1416	Elaeocarpus_sp._FU-2795	0
1417	Aceratium_ledermannii	0
1418	Sericolea_decandra	0
1419	Tetratheca_harperi	0
1420	Tremandra_diffusa	0
1421	Dubouzetia_guillauminii	0
1422	Peripentadenia_phelpsii	0
1423	Crinodendron_hookerianum	0
1424	Sloanea_berteriana	0
1425	Aristotelia_chilensis	0
1426	Vallea_stipularis	0
1427	Brunellia_sp._Lewis_3366	0
1428	Cephalotus_follicularis	8
1429	Weinmannia_parviflora	0
1430	Cunonia_capensis	0
1431	Pancheria_hirsuta	0
1432	Vesselowskya_rubifolia	0
1433	Codia_discolor	0
1434	Callicoma_serratifolia	0
1435	Geissois_hirsuta	0
1436	Karrabina_biagiana	0
1437	Pseudoweinmannia_lachnocarpa	0
1438	Spiraeopsis_celebica	0
1439	Ackama_rosifolia	0
1440	Caldcluvia_paniculata	0
1441	Opocunonia_kaniensis	0
1442	Gillbeea_adenopetala	0
1443	Lamanonia_ternata	0
1444	Eucryphia_lucida	0
1445	Acrophyllum_australe	0
1446	Pullea_glabra	0
1447	Davidsonia_pruriens	0
1448	Ceratopetalum_gummiferum	0
1449	Anodopetalum_biglandulosum	0
1450	Platylophus_trifoliatus	0
1451	Schizomeria_serrata	0
1452	Bauera_rubioides	0
1453	Hooglandia_ignambiensis	0
1454	Spiraeanthemum_davidsonii	0
1455	Trichanthecium_nervatum	0
1456	Kellochloa_verrucosa	0
1457	Panicum_trichanthum	0
1458	Coleataenia_rigidula	0
1459	Osvaldoa_valida	0
1460	Acroceras_sambiranense	0
1461	Parodiophyllochloa_penicillata	0
1462	Dichanthelium_leibergii	0
1463	Adenochloa_adenophora	0
1464	Louisiella_elephantipes	0
1465	Brachiaria_laeta	0
1466	Yakirra_australiensis	0
1467	Urochloa_mutica	0
1468	Eriochloa_villosa	0
1469	Megathyrsus_maximus	0
1470	Scutachne_dura	0
1471	Melinis_minutiflora	0
1472	Tricholaena_monachne	0
1473	Moorochloa_eruciformis	0
1474	Rupichloa_acuminata	0
1475	Thuarea_involuta	0
1476	Hylebates_cordatus	0
1477	Cenchrus_flaccidus	0
1478	Snowdenia_petitiana	0
1479	Paspalidium_punctatum	0
1480	Setaria_humbertiana	0
1481	Xerochloa_barbata	0
1482	Alexfloydia_repens	0
1483	Whiteochloa_capillipes	0
1484	Chamaeraphis_hordeacea	0
1485	Spinifex_sericeus	0
1486	Pseudochaetochloa_australiensis	0
1487	Hygrochloa_aquatica	0
1488	Stenotaphrum_oostachyum	0
1489	Paractaenum_refractum	0
1490	Ixophorus_unisetus	0
1491	Zuloagaea_bulbosa	0
1492	Setariopsis_auriculata	0
1493	Dissochondrus_biflorus	0
1494	Uranthoecium_truncatum	0
1495	Pseudoraphis_spinescens	0
1496	Acritochaete_volkensii	0
1497	Echinochloa_pyramidalis	0
1498	Alloteropsis_cimicina	0
1499	Entolasia_imbricata	0
1500	Amphicarpum_amphicarpon	0
1501	Ottochloa_nodosa	0
1502	Microcalamus_barbinodis	0
1503	Oplismenus_burmannii	0
1504	Cyphochlaena_madagascariensis	0
1505	Lasiacis_procerrima	0
1506	Cyrtococcum_multinode	0
1507	Poecilostachys_bakeri	0
1508	Pseudolasiacis_leptolomoides	0
1509	Neurachne_muelleri	0
1510	Cleistochloa_subjuncea	0
1511	Calyptochloa_gracillima	0
1512	Ancistrachne_uncinulata	0
1513	Thyridolepis_multiculmis	0
1514	Homopholis_belsonii	0
1515	Walwhalleya_subxerophila	0
1516	Sacciolepis_cymbiandra	0
1517	Trichachne_brownii	0
1518	Anthephora_pubescens	0
1519	Chaetopoa_pilosa	0
1520	Chlorocalymma_cryptacanthum	0
1521	Digitaria_albescens	0
1522	Andropogon_gayanus	0
1523	Hyparrhenia_newtonii	0
1524	Diheteropogon_amplectens	0
1525	Schizachyrium_scoparium	0
1526	Spodiopogon_sibiricus	0
1527	Bothriochloa_bladhii	0
1528	Eremopogon_foveolatus	0
1529	Dichanthium_aristatum	0
1530	Capillipedium_parviflorum	0
1531	Cymbopogon_nardus	0
1532	Themeda_avenacea	0
1533	Exotheca_abyssinica	0
1534	Monocymbium_ceresiiforme	0
1535	Anadelphia_scyphofera	0
1536	Iseilema_macrathera	0
1537	Heteropogon_contortus	0
1538	Sorghum_nitidum	0
1539	Sorghastrum_nutans	0
1540	Saccharum_giganteum	0
1541	Lasiorrhachis_viguieri	0
1542	Miscanthus_sinensis	0
1543	Microstegium_vimineum	0
1544	Leptatherum_japonicum	0
1545	Eulalia_contorta	0
1546	Apluda_mutica	0
1547	Pogonatherum_paniceum	0
1548	Imperata_cylindrica	0
1549	Trachypogon_spicatus	0
1550	Germainia_truncatiglumis	0
1551	Dimeria_manongarivensis	0
1552	Hemarthria_sibirica	0
1553	Heteropholis_sulcata	0
1554	Mnesithea_selloana	0
1555	Hackelochloa_granularis	0
1556	Thaumastochloa_monilifera	0
1557	Eremochloa_ophiuroides	0
1558	Rottboellia_cochinchinensis	0
1559	Elionurus_muticus	0
1560	Urelytrum_agropyroides	0
1561	Ischaemum_afrum	0
1562	Sehima_nervosum	0
1563	Coix_lacryma-jobi	0
1564	Chrysopogon_fulvus	0
1565	Phacelurus_latifolius	0
1566	Chionachne_gigantea	0
1567	Tripsacum_dactyloides	0
1568	Zea_mays	0
1569	Arthraxon_hispidus	0
1570	Arundinella_nepalensis	0
1571	Garnotia_fergusonii	0
1572	Jansenella_griffithiana	0
1573	Paspalum_stagnophilum	0
1574	Anthaenantiopsis_rojasiana	0
1575	Hopia_obtusa	0
1576	Axonopus_compressus	0
1577	Streptostachys_asperifolia	0
1578	Renvoizea_trinii	0
1579	Echinolaena_oplismenoides	0
1580	Hildaea_nemorosa	0
1581	Ichnanthus_adpressus	0
1582	Ocellochloa_stolonifera	0
1583	Oedochloa_grandifolia	0
1584	Gerritea_pseudopetiolata	0
1585	Triscenia_ovina	0
1586	Canastra_lanceolata	0
1587	Apochloa_euprepes	0
1588	Phanopyrum_gymnocarpon	0
1589	Oplismenopsis_najada	0
1590	Oncorachis_ramosa	0
1591	Stephostachys_mertensii	0
1592	Homolepis_glutinosa	0
1593	Mesosetum_chaseae	0
1594	Tatianyx_arnacites	0
1595	Altoparadisium_chapadense	0
1596	Arthropogon_villosus	0
1597	Hymenachne_felliana	0
1598	Dallwatsonia_aurita	0
1599	Rugoloa_pilosa	0
1600	Steinchisma_laxum	0
1601	Otachyrium_versicolor	0
1602	Plagiantha_tenella	0
1603	Anthaenantia_villosa	0
1604	Reynaudia_filiformis	0
1605	Gynerium_sagittatum	0
1606	Loudetia_phragmitoides	0
1607	Loudetiopsis_chrysothrix	0
1608	Danthoniopsis_pruinosa	0
1609	Tristachya_isalensis	0
1610	Trichopteryx_dregeana	0
1611	Gilgiochloa_indurata	0
1612	Centotheca_lappacea	0
1613	Megastachya_mucronata	0
1614	Cyperochloa_hirsuta	0
1615	Spartochloa_scirpoidea	0
1616	Thysanolaena_latifolia	0
1617	Zeugites_sylvatica	0
1618	Pohlidium_petiolatum	0
1619	Lophatherum_gracile	0
1620	Orthoclada_laxa	0
1621	Chasmanthium_laxum	0
1622	Bromuniola_gossweileri	0
1623	Cynodon_simonii	0
1624	Stapfochloa_canterae	0
1625	Micrachne_patentiflora	0
1626	Eustachys_paspaloides	0
1627	Microchloa_altera	0
1628	Harpochloa_falx	0
1629	Oxychloris_scariosa	0
1630	Lepturus_schlechteri	0
1631	Tetrapogon_tenellus	0
1632	Chloris_humbertiana	0
1633	Enteropogon_sechellensis	0
1634	Schoenefeldia_gracilis	0
1635	Eleusine_tristachya	0
1636	Disakisperma_yemenicum	0
1637	Coelachyrum_poiflorum	0
1638	Dinebra_panicea	0
1639	Austrochloris_dichanthioides	0
1640	Astrebla_lappacea	0
1641	Acrachne_racemosa	0
1642	Leptochloa_fusca	0
1643	Sclerodactylon_macrostachyum	0
1644	Triodia_triaristata	0
1645	Dactyloctenium_aegyptium	0
1646	Brachychloa_fragilis	0
1647	Neobouteloua_lophostachya	0
1648	Aeluropus_sinensis	0
1649	Odyssea_paucinervis	0
1650	Perotis_arenacea	0
1651	Mosdenia_leptostachys	0
1652	Ctenium_aromaticum	0
1653	Trichoneura_elegans	0
1654	Gymnopogon_brevifolius	0
1655	Bewsia_biflora	0
1656	Lophacme_digitata	0
1657	Leptothrium_rigidum	0
1658	Craspedorhachis_africana	0
1659	Gouinia_latifolia	0
1660	Vaseyochloa_multinervosa	0
1661	Tridentopsis_mutica	0
1662	Triplasis_americana	0
1663	Orcuttia_californica	0
1664	Neostapfia_colusana	0
1665	Tripogonella_minima	0
1666	Tripogon_filiformis	0
1667	Oropetium_capense	0
1668	Melanocenchris_abyssinica	0
1669	Desmostachya_bipinnata	0
1670	Eragrostiella_brachyphylla	0
1671	Orinus_kokonorica	0
1672	Muhlenbergia_tenuifolia	0
1673	Munroa_squarrosa	0
1674	Dasyochloa_pulchella	0
1675	Erioneuron_avenaceum	0
1676	Blepharidachne_kingii	0
1677	Swallenia_alexandrae	0
1678	Scleropogon_brevifolius	0
1679	Hilaria_jamesii	0
1680	Jouvea_pilosa	0
1681	Allolepis_texana	0
1682	Distichlis_scoparia	0
1683	Bouteloua_gracilis	0
1684	Sohnsia_filifolia	0
1685	Tragus_koelerioides	0
1686	Orthacanthus_pedunculatus	0
1687	Monelytrum_luederitzianum	0
1688	Polevansia_rigida	0
1689	Willkommia_texana	0
