x	y
30	58.00000000000006
30	57.00000000000006
30	55.9444444444445
30	55.00000000000005
30	54.00000000000005
30	53.00000000000005
30	52.00000000000005
30	51.00000000000005
30	50.00000000000004
30	49.00000000000004
30	47.94444444444449
30	46.9444444444445
30	46.000000000000064
30	45.00000000000005
30	44.00000000000004
30	43.00000000000006
30	42.00000000000005
30	41.00000000000003
30	39.9444444444445
30	38.944444444444485
30	37.94444444444448
30	37.00000000000003
30	35.94444444444448
30	34.944444444444485
30	34.00000000000004
30	33.00000000000004
30	32.00000000000004
30	31.00000000000006
30	30.00000000000003
30	29.000000000000036
30	28.000000000000036
30	27.00000000000003
29.999999999999993	26.00000000000002
29.999999999999993	25.00000000000003
30	24.00000000000003
30	23.00000000000003
30	22.00000000000003
30	21.00000000000003
30	20.00000000000002
30	19.00000000000002
30	18.00000000000002
30	17.00000000000002
30	16.00000000000002
30	15.000000000000014
30	14.000000000000014
29.999999999999993	13.000000000000014
30	12.000000000000014
30	11.000000000000021
30	10.000000000000007
30	9.000000000000028
30	8.000000000000014
30	7.000000000000014
29.999999999999993	6.000000000000007
30	5.000000000000007
30	4
30	3
30	2.000000000000007
29.999999999999993	1
30	0
