x	y
68.09425760695491	87.49458616227996
67.1734156943491	86.74388723581296
66.57286662091055	85.24189746949205
69.01509951956072	84.48959464868626
67.85403797757948	83.71119035691498
65.97231754747196	82.54365074818882
65.21162205444976	80.26277934059102
66.45275680622284	79.84488848941957
67.45367192862044	80.7346488738543
68.21436742164263	81.48542417624219
63.890414092884924	78.64985354917158
61.32807137954701	73.92168760234797
61.007778540379775	69.49847161367383
62.40905971173645	69.30306382006657
64.5309997712194	71.69456574907932
65.13154884465796	72.94617615272952
65.65202470830472	73.86398559411256
66.2926103866392	74.72609789518367
68.77487989018529	75.50387208560758
68.53466026080989	70.46857946688903
64.37085335163577	66.88179437588539
66.21253717684739	67.74333385754979
69.29535575383208	68.49300170908472
59.5664607641272	59.40052470257647
60.52733928162891	49.35707201103696
61.80851063829785	50.69181760458027
63.169755204758644	52.388184089576384
63.93045069778084	54.75251528473108
65.61198810340883	57.78408561879589
66.65293983070235	60.06482336853214
67.69389155799587	61.62224295944188
69.13520933424844	62.734352743579215
69.53557538320749	63.48529989178912
69.13520933424847	60.50875840872844
68.61473347060166	58.478151799920006
68.25440402653854	55.5015912228791
69.09517272935254	56.50270769997725
69.09517272935254	54.499672798611556
66.45275680622281	52.4978980999406
65.4518416838252	51.747237361434046
57.52459391443604	52.97509485368623
64.41088995653168	46.489767188834875
55.522763669640796	48.99779967915163
52.9604209563029	45.41025082893906
55.92312971859985	41.90352679701253
61.408144589338804	42.763328726476594
67.89407458247541	43.48355366050688
45.713795470144134	42.46479434568222
69.05513612445664	39.50475006153464
39.027682452528026	26.666263262938983
41.469915351178216	10.835558823519193
45.11324639670555	15.646669020433677
49.71745595973461	22.682915296673556
56.52367879203845	26.35189997253937
57.92495996339511	27.658768354956365
60.3271562571494	29.326818467281036
61.8085106382979	31.635166112420457
64.45092656142758	34.33243904073228
65.2516586593457	35.63959383285264
67.41363532372456	36.751359925345966
68.49462365591398	37.50198247589206
68.85495309997712	34.497258278021505
63.089681994966824	28.93602197404674
64.37085335163577	29.881288558991145
67.53374513841226	30.742197939308163
69.05513612445664	31.520430385257463
60.086936627773966	19.005739303291875
62.088766872569224	20.006302054963555
64.25074353694806	20.951148572343072
66.25257378174331	21.896071465643487
68.01418439716312	22.757649135268323
69.09517272935254	23.508271685814435
49.31708991077555	8.60622206854461
55.28254404026538	10.133473170701222
57.84488675360329	12.246565774075151
63.85037748798899	13.968537286550983
65.93228094257606	14.885602062705317
67.1734156943491	15.7752478832587
68.17433081674673	16.4980886925796
60.24708304735756	10.520584525752383
64.5710363761153	11.520039826571093
63.169755204758616	9.51767321451321
34.983985358041636	15.846239301729668
33.50263097689316	9.949120791643367
27.457103637611535	6.251953400967636
39.788377945550224	2.5182019441837866
52.23976206817663	0.5370487441542195
18.957109992628183	3.402532
