x	y	nodetypes	nodenames	cx	cy
70.0480439258751	87.9999770872236	tip	Drosera_venusta	68.0942576069549	87.9675249584358
70.0480439258751	86.9984596365408	tip	Drosera_cuneifolia	68.0942576069549	86.9660075077529
70.0480439258751	85.9969421858579	tip	Drosera_hilaris	67.1734156943491	85.9649292186152
70.0480439258751	84.995424735175	tip	Drosera_nidiformis	69.0951727293525	84.9903151860672
70.0480439258751	83.9939072844922	tip	Drosera_madagascariensis	69.0951727293525	83.9887977353844
70.0480439258751	82.9923898338094	tip	Drosera_burkeana	67.8540379775795	82.9600522689028
70.0480439258751	81.9908723831265	tip	Drosera_pauciflora	68.2544040265385	81.9861638076034
70.0480439258751	80.9893549324436	tip	Drosera_trinervia	68.2544040265385	80.9846463569205
70.0480439258751	79.9878374817608	tip	Drosera_cistiflora	67.4937085335164	79.9834916918619
70.0480439258751	78.986320031078	tip	Drosera_alba	66.4527568062228	78.9824706846649
70.0960878517502	77.9792156817817	tip	Drosera_natalensis	65.2116220544498	77.981545147369
70.0560512468543	76.977717325079	tip	Drosera_dilesiana	63.8904140928849	76.9528378688479
70.0960878517502	76.0040007096016	tip	Drosera_montana_var_tomentosa	68.7348432852894	75.9768299757436
70.0960878517502	75.0024832589188	tip	Drosera_tomentosa	68.7348432852894	74.9753125250608
70.1361244566461	73.9731267850701	tip	Drosera_villosa	60.9121355397951	73.9466147935297
70.176161061542	72.9994101695926	tip	Drosera_graomogolensis	65.6119881034088	72.9737669541525
70.176161061542	71.9978927189098	tip	Drosera_montana_var_schwackei	65.131548844658	71.9724786312323
70.176161061542	70.9963752682269	tip	Drosera_graminifolia	68.494623655914	70.9693572862107
70.176161061542	69.9948578175441	tip	Drosera_chrysolepis	68.494623655914	69.9678398355278
70.176161061542	68.9933403668612	tip	Drosera_aliciae	69.2530948931086	69.0161910876937
70.176161061542	67.9640029869927	tip	Drosera_capensis	69.2530948931086	67.9729437432324
70.176161061542	66.9903054654955	tip	Drosera_peleacea	66.2225463280714	66.9890998927997
70.176161061542	65.9887880148127	tip	Drosera_collinsiae	64.3875352703424	65.9853664796343
70.176161061542	64.9872705641298	tip	Drosera_slackii	60.9677419354839	64.9823888698527
70.176161061542	64.0135730426326	tip	Drosera_esmeraldae	69.4755204758636	64.0123616356651
70.176161061542	62.9842356627641	tip	Drosera_capillaris	69.4755204758637	63.0077530817394
70.176161061542	61.9827182120813	tip	Drosera_biflora	69.0862757060423	62.0033301637325
70.176161061542	61.0090206905841	tip	Drosera_tracyi	69.1140789038867	60.9987083500983
70.176161061542	60.0075032399012	tip	Drosera_filiformis	69.1418821017311	59.9940865364642
70.176161061542	58.9781658600327	tip	Drosera_rotundifolia	68.5875085792725	58.9980636204477
70.176161061542	57.9766484093499	tip	Drosera_tokaiensis	68.5875085792725	57.9885340301594
70.176161061542	57.0029508878526	tip	Drosera_communis	69.1418821017311	56.9995802699549
70.176161061542	55.9736135079842	tip	Drosera_intermedia	69.1418821017311	55.9949717160292
70.176161061542	54.9720960573013	tip	Drosera_linearis	69.1696852995755	55.0096692976628
70.176161061542	53.9705786066185	tip	Drosera_anglica	69.1696852995755	53.9857413484693
70.176161061542	52.9690611559356	tip	Drosera_kaieteurensis	55.5183151579857	52.9683239161436
70.176161061542	51.9953636344384	tip	Drosera_hirtella	66.5005783065152	51.9777971726328
70.176161061542	50.9938461837555	tip	Drosera_felix	65.4718599862731	50.992998623189
70.176161061542	49.9923287330726	tip	Drosera_brevifolia	63.1641945651898	49.9894906250678
70.176161061542	48.9908112823898	tip	Drosera_neocaledonica	52.9604209563029	48.9897483841574
70.176161061542	47.989293831707	tip	Drosera_spathulata	60.5506939678182	48.0008393250821
70.176161061542	46.9877763810241	tip	Drosera_stenopetala	64.4153384681868	47.0137070669443
70.176161061542	46.0140788595269	tip	Drosera_uniflora	64.4431416660312	45.9704464627745
70.176161061542	45.0125614088441	tip	Drosera_indica	55.5461183558301	45.0087198061008
70.176161061542	44.0110439581612	tip	Drosera_schizandra	67.8907381987341	44.017543336874
70.176161061542	42.9817065782927	tip	Drosera_adelae	67.8907381987341	42.9936153876804
70.176161061542	42.0080090567955	tip	Drosera_prolifera	61.4403962988383	41.9920830861241
70.176161061542	41.0064916061127	tip	Drosera_hamiltonii	55.9353631256514	40.9900999544791
70.176161061542	40.0049741554298	tip	Drosera_burmannii	69.058472508198	40.0371910039502
70.176161061542	39.003456704747	tip	Drosera_sessilifolia	69.058472508198	38.9939436594889
70.176161061542	38.0019392540641	tip	Drosera_nitidula	68.5302117491548	38.0089064352923
70.176161061542	37.0004218033813	tip	Drosera_omissa	68.5302117491548	37.0042978813666
70.176161061542	35.9989043526984	tip	Drosera_allantostigma	67.4180838353796	35.9809003205127
70.2161976664379	34.9973678080353	tip	Drosera_pygmaea	68.9472597168205	34.9948818778879
70.2161976664379	33.9958503573525	tip	Drosera_occidentalis	68.9472597168205	33.9902733239622
70.2161976664379	32.9943329066696	tip	Drosera_pulchella	64.4709448638755	33.007118978371
70.2161976664379	32.0206353851724	tip	Drosera_leucoblasta	69.1140789038867	32.0196154483955
70.2161976664379	31.0191179344896	tip	Drosera_barbigera	69.1418821017311	31.0149936347613
70.2161976664379	30.0176004838067	tip	Drosera_sewelliae	67.5570998246015	29.9725020936838
70.2161976664379	29.0160830331239	tip	Drosera_scorpioides	64.3875352703424	29.0080439370614
70.2161976664379	28.0145655824409	tip	Drosera_helodes	63.0807849716566	28.0233779847025
70.2161976664379	27.0130481317581	tip	Drosera_roseana	60.3004651872188	27.0007760063579
